identity,expression,filename,dist_enL_seL,dist_enL_prn,dist_seL_prn,dist_seL_ls,dist_prn_ls,dist_alL_alR,dist_chL_chR,dist_enL_exL,dist_enR_exR,dist_exL_exR,dist_enL_enR,dist_gn_prn,dist_gn_sto,dist_seL_seR,dist_ls_sto,area_enL_exL_exR,area_prn_alL_alR,area_chL_chR_ls,area_enL_enR_prn,area_ls_sto_sl,area_seL_prn_alL,area_seR_prn_alR,volume_enL_prn_alL_alR,volume_enL_exL_exR_prn,volume_chL_chR_ls_sto,volume_enL_enR_seL_prn,volume_exL_exR_alL_alR,facial_area
bs086,N,bs086_N_N_2.lm3,0.3404,1.2895,1.2133,1.9042,1.0090,1.2104,1.6553,0.9372,0.9047,2.8044,1.0000,2.4652,1.1535,0.5658,0.3299,0.2764,0.4199,0.4778,0.5915,0.0440,0.5006,0.5400,0.1417,0.0359,0.0261,0.0491,0.0892,6.7534
bs086,N,bs086_N_N_3 (1).lm3,0.3946,1.2554,1.0716,1.7736,0.9642,1.0705,1.4286,0.8312,0.8651,2.6576,1.0000,2.4039,1.2058,0.4078,0.2495,0.2050,0.3253,0.3771,0.5625,0.0266,0.4137,0.4333,0.1169,0.0273,0.0151,0.0413,0.0419,5.9878
bs086,N,bs086_N_N_3.lm3,0.3946,1.2554,1.0716,1.7736,0.9642,1.0705,1.4286,0.8312,0.8651,2.6576,1.0000,2.4039,1.2058,0.4078,0.2495,0.2050,0.3253,0.3771,0.5625,0.0266,0.4137,0.4333,0.1169,0.0273,0.0151,0.0413,0.0419,5.9878
bs087,N,bs087_N_N_0 (1).lm3,0.4602,1.9438,1.6777,2.3632,1.0309,1.4459,2.0372,1.0237,1.0346,3.0356,1.0000,3.0608,1.6750,0.4407,0.3650,0.2490,0.6242,0.8105,0.9517,0.0329,0.7736,0.9090,0.2988,0.0623,0.0603,0.0884,0.1461,10.0636
bs087,N,bs087_N_N_0.lm3,0.4602,1.9438,1.6777,2.3632,1.0309,1.4459,2.0372,1.0237,1.0346,3.0356,1.0000,3.0608,1.6750,0.4407,0.3650,0.2490,0.6242,0.8105,0.9517,0.0329,0.7736,0.9090,0.2988,0.0623,0.0603,0.0884,0.1461,10.0636
bs087,N,bs087_N_N_1 (1).lm3,0.4080,2.0252,1.8819,2.6472,1.1668,1.5227,2.1160,1.1590,1.1600,3.2814,1.0000,3.2825,1.7164,0.4577,0.4083,0.3296,0.6149,0.8015,0.9816,0.0531,0.9190,0.9723,0.3203,0.0345,0.0642,0.0975,0.0228,11.6749
bs087,N,bs087_N_N_1.lm3,0.4080,2.0252,1.8819,2.6472,1.1668,1.5227,2.1160,1.1590,1.1600,3.2814,1.0000,3.2825,1.7164,0.4577,0.4083,0.3296,0.6149,0.8015,0.9816,0.0531,0.9190,0.9723,0.3203,0.0345,0.0642,0.0975,0.0228,11.6749
bs087,N,bs087_N_N_2 (1).lm3,0.5053,2.0295,1.7982,2.5350,1.0801,1.4906,2.0897,1.0982,1.0590,3.1357,1.0000,3.0208,1.5898,0.3956,0.3856,0.2534,0.6286,0.8253,0.9898,0.0572,0.9445,0.8431,0.2827,0.0119,0.0528,0.1151,0.1741,10.7460
bs087,N,bs087_N_N_2.lm3,0.5053,2.0295,1.7982,2.5350,1.0801,1.4906,2.0897,1.0982,1.0590,3.1357,1.0000,3.0208,1.5898,0.3956,0.3856,0.2534,0.6286,0.8253,0.9898,0.0572,0.9445,0.8431,0.2827,0.0119,0.0528,0.1151,0.1741,10.7460
bs087,N,bs087_N_N_3 (1).lm3,0.4926,2.0276,1.7931,2.5533,1.1489,1.5797,2.1253,1.1258,1.1554,3.2579,1.0000,3.3165,1.8461,0.4282,0.3281,0.2771,0.7729,0.8222,0.9902,0.0161,0.8903,1.1144,0.3763,0.0141,0.0624,0.1089,0.3091,11.4038
bs087,N,bs087_N_N_3.lm3,0.4926,2.0276,1.7931,2.5533,1.1489,1.5797,2.1253,1.1258,1.1554,3.2579,1.0000,3.3165,1.8461,0.4282,0.3281,0.2771,0.7729,0.8222,0.9902,0.0161,0.8903,1.1144,0.3763,0.0141,0.0624,0.1089,0.3091,11.4038
bs088,N,bs088_N_N_0 (1).lm3,0.3328,1.5638,1.5105,2.1814,1.0418,1.0897,1.6273,0.8697,0.8948,2.7313,1.0000,2.6675,1.4625,0.5012,0.1838,0.2525,0.3984,0.4524,0.7506,0.0051,0.5731,0.7473,0.1803,0.0652,0.0217,0.0492,0.1724,7.9830
bs088,N,bs088_N_N_0.lm3,0.3328,1.5638,1.5105,2.1814,1.0418,1.0897,1.6273,0.8697,0.8948,2.7313,1.0000,2.6675,1.4625,0.5012,0.1838,0.2525,0.3984,0.4524,0.7506,0.0051,0.5731,0.7473,0.1803,0.0652,0.0217,0.0492,0.1724,7.9830
bs088,N,bs088_N_N_1 (1).lm3,0.3808,1.6680,1.5803,2.2587,1.0391,1.0303,1.6471,0.9092,0.9025,2.7933,1.0000,2.5870,1.3888,0.4750,0.2358,0.2042,0.3924,0.3981,0.7985,0.0237,0.6516,0.7126,0.1829,0.0299,0.0162,0.0732,0.1324,8.0876
bs088,N,bs088_N_N_1.lm3,0.3808,1.6680,1.5803,2.2587,1.0391,1.0303,1.6471,0.9092,0.9025,2.7933,1.0000,2.5870,1.3888,0.4750,0.2358,0.2042,0.3924,0.3981,0.7985,0.0237,0.6516,0.7126,0.1829,0.0299,0.0162,0.0732,0.1324,8.0876
bs088,N,bs088_N_N_2 (1).lm3,0.3779,1.6784,1.5720,2.3128,1.0869,1.0649,1.6923,0.9354,0.9266,2.8511,1.0000,2.6193,1.3577,0.4963,0.2143,0.1438,0.3729,0.4920,0.8024,0.0118,0.5974,0.7178,0.1795,0.0242,0.0224,0.0763,0.2361,8.5948
bs088,N,bs088_N_N_2.lm3,0.3779,1.6784,1.5720,2.3128,1.0869,1.0649,1.6923,0.9354,0.9266,2.8511,1.0000,2.6193,1.3577,0.4963,0.2143,0.1438,0.3729,0.4920,0.8024,0.0118,0.5974,0.7178,0.1795,0.0242,0.0224,0.0763,0.2361,8.5948
bs088,N,bs088_N_N_3 (1).lm3,0.3843,1.6118,1.5031,2.2158,1.0420,1.0280,1.5529,0.8604,0.8592,2.7093,1.0000,2.6389,1.4385,0.4594,0.1887,0.1489,0.3587,0.3780,0.7682,0.0131,0.5535,0.6836,0.1652,0.0199,0.0127,0.0705,0.2213,7.7841
bs088,N,bs088_N_N_3.lm3,0.3843,1.6118,1.5031,2.2158,1.0420,1.0280,1.5529,0.8604,0.8592,2.7093,1.0000,2.6389,1.4385,0.4594,0.1887,0.1489,0.3587,0.3780,0.7682,0.0131,0.5535,0.6836,0.1652,0.0199,0.0127,0.0705,0.2213,7.7841
bs089,N,bs089_N_N_0 (1).lm3,0.4254,1.5682,1.3781,1.8998,0.9353,0.9164,1.3208,0.8388,0.8517,2.6454,1.0000,2.5171,1.4076,0.4785,0.2404,0.2470,0.2519,0.3274,0.7236,0.0301,0.4444,0.4367,0.0971,0.0796,0.0085,0.0702,0.0124,6.6178
bs089,N,bs089_N_N_0.lm3,0.4254,1.5682,1.3781,1.8998,0.9353,0.9164,1.3208,0.8388,0.8517,2.6454,1.0000,2.5171,1.4076,0.4785,0.2404,0.2470,0.2519,0.3274,0.7236,0.0301,0.4444,0.4367,0.0971,0.0796,0.0085,0.0702,0.0124,6.6178
bs089,N,bs089_N_N_1 (1).lm3,0.4472,1.5842,1.3916,1.9589,0.9418,0.9690,1.3156,0.8576,0.8747,2.6902,1.0000,2.4475,1.3306,0.4847,0.2575,0.2464,0.3145,0.3129,0.7302,0.0342,0.4430,0.5673,0.1202,0.0880,0.0051,0.0753,0.1413,6.7189
bs089,N,bs089_N_N_1.lm3,0.4472,1.5842,1.3916,1.9589,0.9418,0.9690,1.3156,0.8576,0.8747,2.6902,1.0000,2.4475,1.3306,0.4847,0.2575,0.2464,0.3145,0.3129,0.7302,0.0342,0.4430,0.5673,0.1202,0.0880,0.0051,0.0753,0.1413,6.7189
bs089,N,bs089_N_N_2 (1).lm3,0.5378,1.5157,1.3314,1.9040,0.9211,0.9827,1.3138,0.7811,0.7988,2.5582,1.0000,2.4999,1.3947,0.4326,0.2355,0.1797,0.3140,0.3165,0.7014,0.0278,0.4150,0.5957,0.1129,0.0524,0.0070,0.0918,0.1744,6.2740
bs089,N,bs089_N_N_2.lm3,0.5378,1.5157,1.3314,1.9040,0.9211,0.9827,1.3138,0.7811,0.7988,2.5582,1.0000,2.4999,1.3947,0.4326,0.2355,0.1797,0.3140,0.3165,0.7014,0.0278,0.4150,0.5957,0.1129,0.0524,0.0070,0.0918,0.1744,6.2740
bs089,N,bs089_N_N_3 (1).lm3,0.4565,1.5658,1.4180,1.9708,0.9339,0.9591,1.3159,0.7908,0.8223,2.5934,1.0000,2.3920,1.3114,0.4947,0.1995,0.1607,0.2982,0.2988,0.7215,0.0208,0.4162,0.6331,0.1121,0.0613,0.0072,0.0856,0.1824,6.2673
bs089,N,bs089_N_N_3.lm3,0.4565,1.5658,1.4180,1.9708,0.9339,0.9591,1.3159,0.7908,0.8223,2.5934,1.0000,2.3920,1.3114,0.4947,0.1995,0.1607,0.2982,0.2988,0.7215,0.0208,0.4162,0.6331,0.1121,0.0613,0.0072,0.0856,0.1824,6.2673
bs090,N,bs090_N_N_0.lm3,0.4764,1.3771,1.1757,1.7304,0.8873,0.8861,1.3797,0.7346,0.7557,2.4626,1.0000,2.2607,1.1777,0.4440,0.2028,0.1813,0.2803,0.3072,0.6421,0.0160,0.3606,0.4862,0.0916,0.0046,0.0141,0.0739,0.1307,5.4046
bs090,N,bs090_N_N_1.lm3,0.5411,1.3657,1.1822,1.7517,0.8206,0.8942,1.3337,0.6953,0.7264,2.4018,1.0000,2.2040,1.1409,0.3749,0.2463,0.1447,0.2903,0.2837,0.6347,0.0161,0.3885,0.4957,0.0956,0.0138,0.0161,0.0871,0.1076,5.2500
bs090,N,bs090_N_N_2.lm3,0.4909,1.3691,1.1509,1.7129,0.8669,0.8478,1.3004,0.7348,0.7316,2.4532,1.0000,2.2042,1.1212,0.4019,0.2255,0.1341,0.2559,0.2902,0.6427,0.0183,0.3833,0.3911,0.0846,0.0145,0.0147,0.0744,0.0198,5.1333
bs090,N,bs090_N_N_3.lm3,0.5133,1.3781,1.1445,1.6695,0.8113,0.8862,1.2889,0.7421,0.7717,2.4823,1.0000,2.1134,1.1105,0.3983,0.2062,0.1932,0.2728,0.2971,0.6484,0.0218,0.3450,0.4530,0.0846,0.0339,0.0121,0.0786,0.1080,5.1678
bs091,N,bs091_N_N_0.lm3,0.5355,1.6484,1.3284,1.8875,1.0228,1.1101,1.4748,0.7792,0.8204,2.5605,1.0000,2.4829,1.3048,0.3877,0.2009,0.1521,0.4018,0.4154,0.7628,0.0042,0.4871,0.6039,0.1615,0.0019,0.0188,0.0775,0.1220,6.3288
bs091,N,bs091_N_N_1.lm3,0.4432,1.5774,1.3418,1.8907,0.9927,1.0313,1.4029,0.7742,0.7711,2.5092,1.0000,2.3414,1.2144,0.4081,0.2253,0.2422,0.3401,0.3899,0.7594,0.0182,0.4939,0.4935,0.1307,0.0513,0.0096,0.0728,0.0132,6.0486
bs091,N,bs091_N_N_2.lm3,0.4820,1.5774,1.3607,1.9401,1.0230,1.0512,1.3876,0.7852,0.7861,2.5304,1.0000,2.6070,1.4125,0.3980,0.2088,0.2608,0.3345,0.3859,0.7540,0.0149,0.5176,0.4945,0.1274,0.0402,0.0118,0.0835,0.0065,6.1195
bs091,N,bs091_N_N_3.lm3,0.5693,1.5643,1.2993,1.8554,0.9562,1.1061,1.3196,0.6921,0.7582,2.4227,1.0000,2.2085,1.1375,0.3522,0.1992,0.1830,0.4027,0.3327,0.7394,0.0104,0.4615,0.6619,0.1507,0.0118,0.0113,0.0918,0.1920,5.4706
bs092,N,bs092_N_N_0.lm3,0.4261,1.4999,1.2261,1.6668,0.8122,1.1153,1.2525,0.8117,0.8020,2.5655,1.0000,2.1268,1.0866,0.4928,0.2671,0.2404,0.3940,0.3067,0.7050,0.0225,0.4208,0.5324,0.1374,0.0411,0.0110,0.0578,0.1412,5.1356
bs092,N,bs092_N_N_1.lm3,0.4751,1.5533,1.3039,1.7442,0.7869,1.1013,1.3245,0.8323,0.8611,2.6610,1.0000,2.1689,1.1312,0.4287,0.2910,0.2412,0.3956,0.3674,0.7498,0.0307,0.4781,0.5482,0.1377,0.0542,0.0112,0.0818,0.0602,5.6184
bs092,N,bs092_N_N_2.lm3,0.4591,1.5848,1.4100,1.9084,0.8871,1.0801,1.2940,0.9521,0.8956,2.7709,1.0000,2.1871,1.0975,0.4017,0.2676,0.4252,0.3279,0.3415,0.7747,0.0243,0.5281,0.5267,0.1292,0.1203,0.0134,0.0933,0.0105,5.8435
bs092,N,bs092_N_N_3.lm3,0.5092,1.6477,1.3246,1.7886,0.8608,1.1314,1.3748,0.8620,0.9158,2.7617,1.0000,2.4633,1.3551,0.3684,0.2591,0.1695,0.3774,0.3737,0.7860,0.0252,0.5278,0.4931,0.1460,0.0304,0.0134,0.0804,0.0260,6.0686
bs093,N,bs093_N_N_0.lm3,0.6254,1.6945,1.5424,2.2700,1.0408,1.1343,1.6199,1.0583,0.9653,2.9896,1.0000,2.8302,1.5022,0.3861,0.3042,0.2952,0.4102,0.5418,0.8014,0.0426,0.6038,0.7076,0.1667,0.1134,0.0258,0.1396,0.1494,8.2846
bs093,N,bs093_N_N_1.lm3,0.5743,1.7649,1.6001,2.3219,1.0568,1.1819,1.7478,1.1000,1.0437,3.1175,1.0000,2.8449,1.4635,0.4933,0.3389,0.2628,0.4514,0.6273,0.8446,0.0447,0.6584,0.7588,0.1971,0.1141,0.0335,0.1386,0.1374,8.9508
bs093,N,bs093_N_N_2.lm3,0.5910,1.6444,1.4275,2.2287,1.1098,1.1060,1.7303,1.0365,0.9717,2.9833,1.0000,2.8623,1.4359,0.4578,0.3261,0.2272,0.3848,0.6045,0.7724,0.0375,0.6277,0.5893,0.1652,0.0770,0.0318,0.1206,0.0351,8.3449
bs093,N,bs093_N_N_3.lm3,0.5983,1.7344,1.5514,2.3741,1.1494,1.1366,1.8247,1.1060,1.0805,3.1365,1.0000,3.1464,1.7070,0.4961,0.3072,0.3747,0.3852,0.6428,0.8271,0.0403,0.6520,0.6699,0.1788,0.1385,0.0302,0.1388,0.0121,9.3342
bs094,N,bs094_N_N_0.lm3,0.5364,1.5083,1.3019,1.8751,0.9512,0.9259,1.2279,0.8177,0.7841,2.5256,1.0000,2.2362,1.0878,0.3953,0.2589,0.3446,0.2395,0.2801,0.7215,0.0220,0.4008,0.4222,0.0825,0.0840,0.0076,0.1013,0.0185,5.0940
bs094,N,bs094_N_N_1.lm3,0.6319,1.4907,1.2809,1.9206,0.9973,0.9263,1.2491,0.7806,0.8183,2.5170,1.0000,2.3547,1.1580,0.3867,0.2672,0.3087,0.2388,0.2783,0.6960,0.0280,0.4030,0.4245,0.0836,0.0665,0.0055,0.1143,0.0023,5.2336
bs094,N,bs094_N_N_2.lm3,0.5870,1.5168,1.3456,1.9400,0.9647,0.9482,1.2562,0.8260,0.7939,2.5369,1.0000,2.3640,1.1981,0.3646,0.2761,0.3498,0.2832,0.2940,0.7184,0.0313,0.4469,0.4672,0.0930,0.0957,0.0050,0.1171,0.0272,5.3039
bs094,N,bs094_N_N_3.lm3,0.5628,1.5300,1.3432,1.9216,0.9682,1.0581,1.2561,0.8127,0.7999,2.5642,1.0000,2.3723,1.1781,0.3819,0.2776,0.2895,0.3556,0.2897,0.7364,0.0263,0.4395,0.6270,0.1221,0.0479,0.0093,0.1108,0.1829,5.3899
bs095,N,bs095_N_N_0.lm3,0.3691,1.2413,1.1515,2.0108,1.1142,1.1383,1.4528,0.8258,0.8091,2.6298,1.0000,2.6926,1.3734,0.5431,0.2318,0.0687,0.3960,0.3625,0.5828,0.0183,0.4808,0.5081,0.1388,0.0061,0.0134,0.0584,0.0253,6.2717
bs095,N,bs095_N_N_1.lm3,0.3882,1.2431,1.1893,2.0135,1.0589,1.1380,1.3742,0.7864,0.7901,2.5651,1.0000,2.7236,1.4837,0.5552,0.2230,0.1358,0.3900,0.3412,0.5849,0.0204,0.4569,0.5657,0.1326,0.0147,0.0087,0.0649,0.0857,6.1328
bs095,N,bs095_N_N_2.lm3,0.4363,1.3132,1.1953,2.0106,1.0674,1.1652,1.5352,0.8165,0.8181,2.6241,1.0000,2.7042,1.4469,0.5368,0.2149,0.0421,0.3649,0.4126,0.5938,0.0184,0.4398,0.5350,0.1263,0.0011,0.0137,0.0687,0.0917,6.5056
bs095,N,bs095_N_N_3.lm3,0.4138,1.2293,1.1501,1.9897,1.0877,1.1255,1.4417,0.7748,0.7901,2.5518,1.0000,2.5691,1.2284,0.5186,0.2738,0.1230,0.3439,0.3733,0.5769,0.0273,0.4875,0.4395,0.1141,0.0139,0.0120,0.0644,0.0284,6.1291
bs096,N,bs096_N_N_0.lm3,0.4050,1.4707,1.3717,1.9505,1.0339,0.9294,1.3322,0.8843,0.8461,2.6638,1.0000,2.5229,1.2534,0.4952,0.2451,0.3632,0.3361,0.3491,0.7028,0.0095,0.5037,0.5775,0.1330,0.0741,0.0184,0.0797,0.0963,6.3528
bs096,N,bs096_N_N_1.lm3,0.4538,1.4837,1.3721,1.9686,1.0086,0.9918,1.2244,0.8982,0.8191,2.6726,1.0000,2.7044,1.4225,0.5158,0.2744,0.2960,0.3557,0.3188,0.7065,0.0174,0.4917,0.6207,0.1367,0.0525,0.0148,0.0907,0.1336,6.2651
bs096,N,bs096_N_N_2.lm3,0.4145,1.4788,1.3524,1.9354,1.0201,0.8811,1.2430,0.8747,0.8297,2.6455,1.0000,2.5740,1.2842,0.5099,0.2758,0.3101,0.2879,0.2954,0.6891,0.0188,0.4814,0.5136,0.1135,0.0652,0.0133,0.0778,0.0241,6.0185
bs096,N,bs096_N_N_3.lm3,0.4798,1.5130,1.4512,2.0604,1.0269,0.9553,1.2690,0.8817,0.8838,2.6932,1.0000,2.5979,1.2788,0.5039,0.3105,0.3385,0.3574,0.3261,0.6974,0.0315,0.5432,0.6384,0.1402,0.0535,0.0125,0.0972,0.1239,6.5238
bs097,N,bs097_N_N_0.lm3,0.5432,1.5043,1.3217,2.2128,1.1514,1.0972,1.4549,0.7728,0.7585,2.5114,1.0000,2.7081,1.3394,0.4126,0.2417,0.1729,0.4641,0.4517,0.7208,0.0264,0.5731,0.7415,0.1937,0.0567,0.0230,0.1022,0.1227,6.3395
bs097,N,bs097_N_N_1.lm3,0.4693,1.5031,1.3586,2.2683,1.2481,1.0849,1.5315,0.9031,0.8273,2.7206,1.0000,2.9973,1.5448,0.4556,0.2205,0.1472,0.4425,0.4193,0.7241,0.0215,0.6072,0.6654,0.1865,0.0419,0.0244,0.0929,0.0546,7.2058
bs097,N,bs097_N_N_2.lm3,0.4605,1.5157,1.3888,2.1952,1.0797,1.1045,1.5643,0.8196,0.7775,2.5511,1.0000,2.7238,1.3948,0.4527,0.2627,0.2874,0.4785,0.5437,0.7327,0.0038,0.6118,0.7080,0.1888,0.0935,0.0358,0.0930,0.1060,6.6748
bs097,N,bs097_N_N_3.lm3,0.5779,1.6472,1.4464,2.3519,1.2402,1.1902,1.5952,0.8429,0.8641,2.6831,1.0000,2.9374,1.5020,0.4662,0.2361,0.1418,0.4990,0.4419,0.7726,0.0317,0.6186,0.7877,0.2143,0.0568,0.0241,0.1159,0.1699,7.3289
bs098,N,bs098_N_N_0.lm3,0.5071,1.6183,1.5079,2.2209,1.0702,1.3183,2.2056,1.0457,1.1031,3.1303,1.0000,2.8883,1.5471,0.5318,0.2911,0.1984,0.5231,0.8984,0.7779,0.0143,0.7121,0.7203,0.2178,0.0399,0.0679,0.1171,0.0272,9.2277
bs098,N,bs098_N_N_1.lm3,0.5697,1.6737,1.6071,2.3380,1.0374,1.3090,1.9021,0.9760,1.0585,3.0311,1.0000,2.7234,1.4506,0.5258,0.2778,0.0659,0.4184,0.6608,0.8040,0.0116,0.7209,0.6288,0.1708,0.0311,0.0397,0.1414,0.1342,8.3970
bs098,N,bs098_N_N_2.lm3,0.5199,1.6244,1.4291,2.1341,1.0295,1.2183,1.7974,0.9341,0.9640,2.8938,1.0000,2.7457,1.4690,0.4669,0.2558,0.0622,0.4110,0.5605,0.7629,0.0074,0.5722,0.6017,0.1661,0.0232,0.0352,0.1060,0.0634,7.5226
bs098,N,bs098_N_N_3.lm3,0.5046,1.6364,1.5091,2.2212,1.0515,1.2713,1.9745,1.0276,1.0610,3.0861,1.0000,2.9053,1.5657,0.5675,0.2952,0.0855,0.4616,0.6858,0.7891,0.0112,0.6725,0.6753,0.1973,0.0055,0.0484,0.1150,0.0175,8.6318
bs099,N,bs099_N_N_0.lm3,0.5163,1.4591,1.1915,1.9122,1.0580,1.2516,1.5530,0.8759,0.8424,2.7071,1.0000,2.6759,1.4595,0.4544,0.1906,0.1364,0.5289,0.4504,0.6985,0.0128,0.5471,0.6176,0.1914,0.0166,0.0145,0.0838,0.0921,6.5628
bs099,N,bs099_N_N_1.lm3,0.4602,1.4665,1.2555,1.8832,0.9730,1.1640,1.5582,0.8291,0.8339,2.6447,1.0000,2.5061,1.3849,0.5148,0.1765,0.1897,0.3543,0.4317,0.6898,0.0073,0.5326,0.4457,0.1291,0.0245,0.0146,0.0779,0.0650,6.2679
bs099,N,bs099_N_N_2.lm3,0.5792,1.5086,1.2500,1.9361,1.0324,1.1290,1.6041,0.8001,0.8525,2.6459,1.0000,2.5658,1.4587,0.4955,0.1406,0.1121,0.3621,0.4379,0.7077,0.0155,0.5114,0.5141,0.1369,0.0052,0.0203,0.1017,0.0029,6.3757
bs099,N,bs099_N_N_3.lm3,0.4850,1.5299,1.3233,1.9908,1.0151,1.2018,1.6429,0.8608,0.8650,2.7179,1.0000,2.5537,1.4169,0.5474,0.1531,0.0898,0.4369,0.5000,0.7137,0.0027,0.5665,0.5798,0.1677,0.0145,0.0187,0.0891,0.0013,6.7346
bs100,N,bs100_N_N_0.lm3,0.3500,1.3449,1.2637,1.8399,0.9469,1.0692,1.3769,0.8754,0.8051,2.6276,1.0000,2.4675,1.1999,0.5483,0.3664,0.3225,0.3883,0.3770,0.6414,0.0428,0.4924,0.5617,0.1398,0.0644,0.0167,0.0573,0.1294,6.4850
bs100,N,bs100_N_N_1.lm3,0.3480,1.3326,1.2660,1.8270,0.8985,1.0653,1.3374,0.8527,0.8174,2.6213,1.0000,2.4445,1.1948,0.5532,0.3781,0.2947,0.3623,0.3693,0.6281,0.0421,0.4545,0.5602,0.1293,0.0466,0.0145,0.0570,0.1393,6.3393
bs100,N,bs100_N_N_2.lm3,0.3168,1.4014,1.3351,1.8393,0.8742,1.0444,1.3712,0.8812,0.8502,2.6852,1.0000,2.4630,1.2165,0.5795,0.4090,0.2947,0.3527,0.4001,0.6573,0.0451,0.4654,0.5718,0.1338,0.0495,0.0199,0.0542,0.1523,6.6580
bs100,N,bs100_N_N_3.lm3,0.4076,1.3723,1.3389,1.9149,0.9079,1.1016,1.3971,0.8841,0.8294,2.6672,1.0000,2.6265,1.3412,0.5470,0.3986,0.3090,0.4275,0.4135,0.6523,0.0461,0.5552,0.6424,0.1569,0.0470,0.0158,0.0749,0.1416,6.8529
bs101,N,bs101_N_N_0.lm3,0.4161,1.3941,1.1731,1.9048,0.9822,0.9625,1.4303,0.8620,0.8760,2.6839,1.0000,2.3883,1.1877,0.5303,0.2216,0.3172,0.2635,0.4051,0.6541,0.0038,0.3882,0.4367,0.1051,0.0531,0.0251,0.0616,0.0763,6.3941
bs101,N,bs101_N_N_1.lm3,0.4766,1.3603,1.1008,1.8554,0.9794,0.9701,1.3322,0.7432,0.7978,2.5152,1.0000,2.3224,1.1496,0.4866,0.2213,0.1698,0.2891,0.3039,0.6290,0.0290,0.3608,0.4477,0.1079,0.0060,0.0093,0.0655,0.1122,5.7613
bs101,N,bs101_N_N_2.lm3,0.4339,1.4234,1.1988,1.8973,0.9554,1.0282,1.5015,0.8434,0.8404,2.6429,1.0000,2.7445,1.6008,0.5092,0.1979,0.2431,0.3069,0.4169,0.6633,0.0150,0.3782,0.5013,0.1151,0.0310,0.0197,0.0630,0.1525,6.4160
bs101,N,bs101_N_N_3.lm3,0.4161,1.3556,1.1853,1.9145,0.9687,1.0111,1.3811,0.7641,0.7970,2.5159,1.0000,2.6018,1.4291,0.5387,0.2147,0.2128,0.3111,0.3520,0.6173,0.0240,0.4012,0.5018,0.1167,0.0167,0.0129,0.0643,0.1405,6.0141
bs102,N,bs102_N_N_0.lm3,0.4462,1.6421,1.4709,2.0007,0.9012,1.1060,1.3482,0.8163,0.9068,2.7186,1.0000,2.4825,1.2336,0.5060,0.4091,0.0867,0.3116,0.4639,0.7841,0.0490,0.5793,0.4984,0.1329,0.0142,0.0132,0.0866,0.0315,6.7408
bs102,N,bs102_N_N_1.lm3,0.4197,1.5732,1.3595,1.9338,0.9133,1.1177,1.3514,0.8044,0.8102,2.6028,1.0000,2.5983,1.4034,0.4603,0.3078,0.0517,0.3860,0.4256,0.7620,0.0245,0.5022,0.5999,0.1594,0.0104,0.0145,0.0712,0.1685,6.4459
bs102,N,bs102_N_N_2.lm3,0.3872,1.5994,1.4189,1.9857,0.9266,1.1358,1.3368,0.8408,0.8144,2.6444,1.0000,2.3275,1.1476,0.4858,0.2812,0.1115,0.3796,0.4109,0.7749,0.0195,0.5331,0.6098,0.1598,0.0356,0.0148,0.0673,0.1140,6.5019
bs102,N,bs102_N_N_3.lm3,0.3791,1.6265,1.5051,2.1188,0.9908,1.1690,1.3727,0.9290,0.9187,2.8134,1.0000,2.5982,1.3325,0.6126,0.3049,0.2684,0.3601,0.4196,0.7923,0.0255,0.5885,0.6127,0.1573,0.0635,0.0157,0.0793,0.0851,7.0831
bs103,N,bs103_N_N_0.lm3,0.4302,1.4190,1.2226,1.6797,0.7479,0.9411,1.2952,0.7547,0.7314,2.4518,1.0000,1.8686,0.9980,0.4726,0.1863,0.2269,0.2576,0.2737,0.6717,0.0139,0.3627,0.4228,0.0875,0.0467,0.0109,0.0634,0.1020,5.1393
bs103,N,bs103_N_N_1.lm3,0.4335,1.4016,1.2359,1.7521,0.7940,0.9761,1.3422,0.8270,0.7958,2.5732,1.0000,2.1261,1.1630,0.4771,0.2033,0.2958,0.2837,0.2909,0.6673,0.0179,0.4113,0.4535,0.0984,0.0474,0.0106,0.0671,0.0751,5.6130
bs103,N,bs103_N_N_2.lm3,0.4094,1.3913,1.2450,1.7898,0.8296,0.9794,1.3599,0.8127,0.7633,2.5303,1.0000,2.1638,1.1603,0.4896,0.1986,0.2769,0.3086,0.3017,0.6587,0.0162,0.4498,0.4517,0.1102,0.0456,0.0103,0.0675,0.0475,5.6545
bs103,N,bs103_N_N_3.lm3,0.4092,1.4261,1.3090,1.8290,0.8069,0.9682,1.3697,0.8817,0.8072,2.6284,1.0000,2.0331,1.0775,0.4997,0.2000,0.3477,0.2602,0.3026,0.6869,0.0160,0.4515,0.4128,0.0924,0.0617,0.0103,0.0741,0.0017,5.8626
bs104,N,bs104_N_N_0.lm3,0.3177,1.4699,1.3720,2.0118,1.0276,1.0531,1.3428,0.9202,0.8822,2.7567,1.0000,2.3883,1.1901,0.4671,0.2202,0.2937,0.3665,0.3543,0.7003,0.0197,0.4975,0.5922,0.1459,0.0543,0.0117,0.0477,0.1453,6.8777
bs104,N,bs104_N_N_1.lm3,0.4659,1.4749,1.3547,2.0672,1.0369,1.0092,1.2601,0.9132,0.8615,2.7269,1.0000,2.4058,1.2241,0.4605,0.1901,0.3263,0.3327,0.2849,0.7028,0.0199,0.4818,0.5776,0.1301,0.0675,0.0061,0.0850,0.1461,6.6232
