identity,expression,filename,exL_x,exL_y,exL_z,mebL_x,mebL_y,mebL_z,enL_x,enL_y,enL_z,enR_x,enR_y,enR_z,mebR_x,mebR_y,mebR_z,exR_x,exR_y,exR_z,seL_x,seL_y,seL_z,seR_x,seR_y,seR_z,alL_x,alL_y,alL_z,prn_x,prn_y,prn_z,alR_x,alR_y,alR_z,chL_x,chL_y,chL_z,ls_x,ls_y,ls_z,chR_x,chR_y,chR_z,li_x,li_y,li_z,sto_x,sto_y,sto_z,sl_x,sl_y,sl_z,gn_x,gn_y,gn_z
bs068,N,bs068_N_N_1.lm3,-40.126,7.732,7.103,-40.932,34.189,14.874,-7.641,7.821,17.285,24.03,9.36,17.192,55.069,32.137,18.399,60.861,9.48,9.791,1.313,12.344,28.308,17.853,13.143,26.928,-10.299,-21.196,34.591,10.585,-16.741,58.376,30.16,-21.295,30.608,-11.796,-56.666,27.668,10.507,-46.28,42.235,36.302,-55.194,25.798,12.824,-50.941,39.538,12.893,-53.34,36.744,12.977,-58.391,40.997,12.375,-87.106,42.918
bs068,N,bs068_N_N_2.lm3,-63.939,4.34,8.584,-64.19,30.655,23.653,-32.357,4.598,25.112,3.418,4.575,27.368,32.523,29.929,29.416,35.012,4.661,23.379,-23.144,6.183,39.0,-6.846,6.907,38.642,-34.041,-25.017,46.199,-16.76,-22.887,67.138,4.986,-25.129,39.563,-34.847,-58.809,37.275,-13.897,-50.698,49.782,8.945,-58.162,34.662,-11.757,-57.729,44.94,-13.917,-58.402,46.149,-13.891,-63.536,48.118,-12.975,-94.507,46.893
bs068,N,bs068_N_N_3.lm3,-66.667,0.788,16.444,-69.961,31.092,14.794,-37.79,1.73,21.659,-1.195,-0.395,22.63,28.96,25.064,26.414,32.924,-1.302,14.912,-28.4,3.413,31.544,-7.033,4.077,26.202,-42.522,-29.488,35.776,-21.169,-24.969,63.541,1.287,-30.168,36.433,-41.807,-64.838,31.077,-20.562,-56.685,45.683,0.784,-63.105,35.116,-20.544,-60.497,44.223,-19.848,-63.675,40.637,-19.871,-71.018,43.42,-18.827,-103.121,39.948
bs069,N,bs069_N_N_0.lm3,-21.025,-1.969,-45.055,-18.062,23.128,-40.908,10.5,-0.248,-39.534,36.354,-0.101,-40.443,63.62,24.109,-39.95,69.717,-1.748,-46.9,17.445,0.584,-31.632,32.318,2.16,-33.781,9.075,-39.802,-25.777,26.339,-25.215,-1.674,42.44,-38.306,-28.591,2.072,-68.587,-22.403,28.146,-59.191,-8.971,46.285,-67.489,-22.936,27.47,-65.544,-12.679,28.24,-67.9,-13.705,28.266,-73.204,-11.749,27.993,-107.247,-21.553
bs069,N,bs069_N_N_1.lm3,-21.661,-14.303,-16.777,-16.26,8.758,-8.823,10.125,-13.466,-14.372,38.671,-12.771,-14.301,63.165,10.473,-11.072,69.757,-11.061,-21.313,19.999,-13.229,-1.862,30.066,-12.573,-4.701,10.084,-51.355,3.548,25.947,-46.852,20.33,42.346,-53.999,-8.462,3.528,-84.088,-8.951,27.721,-75.618,6.37,48.958,-83.532,-10.747,27.174,-82.002,1.245,27.222,-84.32,0.742,28.043,-92.79,0.597,28.723,-118.213,-11.453
bs069,N,bs069_N_N_2.lm3,-63.771,-8.512,-11.37,-61.212,16.013,-3.826,-34.421,-7.582,-6.079,-4.686,-7.552,-7.189,19.019,17.894,-5.456,28.61,-5.885,-17.789,-25.916,-7.502,-3.977,-10.827,-6.609,-1.605,-32.436,-48.053,1.725,-16.285,-41.585,26.649,-0.428,-49.475,-1.1,-41.142,-77.847,-1.047,-14.875,-70.282,14.9,4.909,-77.102,-2.023,-14.189,-76.731,8.228,-14.163,-79.034,7.414,-14.025,-84.898,9.672,-13.974,-111.794,-1.671
bs069,N,bs069_N_N_3.lm3,-56.977,7.998,-44.386,-56.984,37.748,-42.606,-26.121,11.88,-38.155,0.55,12.752,-40.137,27.786,41.087,-43.186,34.375,15.25,-48.541,-19.764,15.796,-32.246,-4.27,16.704,-34.221,-24.899,-23.611,-17.427,-9.446,-13.374,0.758,6.806,-24.484,-25.276,-30.975,-56.496,-20.099,-7.764,-44.077,-6.885,15.595,-55.71,-22.882,-7.868,-51.163,-9.112,-7.859,-54.292,-8.874,-7.058,-59.598,-7.546,-3.641,-90.006,-16.449
bs070,N,bs070_N_N_0.lm3,-39.966,28.492,-16.11,-34.305,50.575,-2.866,-9.398,30.14,-10.649,26.191,30.332,-12.203,47.402,53.101,-4.058,57.364,33.354,-18.863,1.703,30.035,-0.353,13.708,30.897,4.869,-8.036,-6.657,7.55,11.67,-9.394,27.578,27.509,-8.864,10.98,-13.131,-34.183,1.316,13.312,-29.179,17.705,37.895,-31.81,-1.772,13.331,-30.737,16.412,13.337,-31.51,15.928,13.324,-33.801,15.433,13.178,-58.517,16.621
bs070,N,bs070_N_N_1.lm3,-47.346,23.189,7.511,-37.977,44.078,24.16,-11.547,23.886,16.386,21.487,25.551,16.659,44.592,49.54,23.455,55.102,28.721,5.975,-2.046,25.312,26.748,11.602,26.083,27.191,-10.593,-12.049,34.179,8.903,-16.148,51.931,25.147,-11.023,39.711,-15.782,-39.133,26.121,10.864,-33.438,42.296,36.816,-36.246,23.391,10.796,-36.513,40.038,10.81,-37.247,40.026,10.935,-40.991,38.522,13.554,-71.026,38.254
bs070,N,bs070_N_N_2.lm3,-79.288,19.933,37.019,-71.906,44.167,50.915,-45.362,19.252,42.868,-12.691,20.027,45.006,10.038,42.892,51.992,22.123,20.055,33.249,-33.395,20.022,57.737,-21.522,21.507,55.734,-44.59,-16.639,63.07,-26.765,-19.245,80.789,-8.056,-18.815,64.264,-50.171,-44.944,53.146,-24.687,-39.846,70.123,2.911,-43.564,50.806,-24.719,-42.07,68.988,-24.767,-43.601,66.864,-24.029,-46.539,66.732,-23.882,-75.937,65.828
bs070,N,bs070_N_N_3.lm3,-78.714,17.478,23.797,-72.805,43.519,39.116,-43.836,19.019,32.333,-10.995,20.572,33.192,13.481,45.265,38.057,22.741,23.001,21.375,-33.684,21.91,47.062,-21.092,23.493,46.253,-45.48,-14.3,47.735,-25.629,-18.947,71.019,-8.404,-14.792,57.655,-49.863,-44.15,45.949,-22.825,-36.703,63.047,4.102,-42.542,43.684,-22.875,-38.961,61.088,-22.886,-39.699,60.871,-23.643,-43.34,60.711,-24.211,-73.533,60.871
bs071,N,bs071_N_N_0.lm3,-62.373,11.698,22.948,-55.972,36.249,35.357,-28.916,11.114,33.785,2.257,10.357,35.374,27.361,37.442,39.505,35.302,11.221,24.99,-19.076,9.603,47.443,-6.49,9.666,47.637,-31.622,-28.282,42.579,-14.994,-22.999,71.055,3.001,-29.004,43.161,-40.16,-52.04,29.695,-15.138,-47.152,50.514,13.67,-53.344,31.802,-15.111,-51.683,49.785,-15.857,-54.792,47.908,-15.101,-62.328,47.252,-18.067,-84.969,40.951
bs071,N,bs071_N_N_1.lm3,-53.858,1.88,48.587,-45.234,26.288,61.899,-18.055,0.068,59.481,13.539,-0.649,59.501,38.232,24.187,63.413,45.336,0.751,48.302,-10.782,-0.678,70.666,3.042,-0.496,71.886,-23.767,-38.023,66.697,-6.561,-34.836,94.601,12.006,-40.903,65.146,-32.585,-64.004,59.87,-7.564,-58.933,74.684,19.467,-66.887,59.181,-7.498,-63.988,74.678,-7.551,-67.836,70.818,-7.496,-75.002,71.18,-8.882,-98.253,62.957
bs071,N,bs071_N_N_2.lm3,-63.621,8.699,23.411,-61.149,33.196,29.509,-31.682,8.866,30.558,-1.27,8.074,31.875,23.249,36.547,34.4,32.539,8.94,21.16,-24.867,8.918,39.609,-11.432,8.876,44.977,-33.609,-31.264,42.525,-19.16,-22.38,67.87,-1.881,-29.629,45.555,-42.032,-57.836,33.168,-17.819,-50.118,50.861,8.709,-59.207,33.55,-17.783,-54.669,50.214,-18.562,-58.65,46.149,-17.817,-64.586,47.144,-18.503,-93.413,36.692
bs071,N,bs071_N_N_3.lm3,-61.58,1.722,25.073,-52.782,27.064,40.403,-25.173,2.729,36.199,6.002,3.383,34.866,29.652,29.67,38.69,39.756,4.138,21.18,-16.136,1.283,49.1,-5.054,1.336,50.04,-27.105,-38.037,46.603,-11.312,-29.807,71.086,5.249,-37.41,42.366,-35.395,-64.636,35.895,-11.401,-57.779,53.357,13.757,-64.642,35.526,-10.694,-62.361,51.549,-11.488,-66.28,48.377,-11.423,-72.122,48.298,-11.236,-98.898,36.605
bs072,N,bs072_N_N_0.lm3,-70.717,28.621,23.161,-62.592,56.878,40.238,-35.743,29.398,35.712,2.778,28.811,33.904,36.438,56.401,34.568,42.18,28.329,20.636,-21.384,32.339,48.009,-6.598,32.34,47.898,-36.92,-5.427,44.652,-16.512,0.741,75.277,5.372,-8.089,55.241,-42.007,-43.335,46.196,-16.458,-33.205,60.874,9.766,-43.265,43.264,-14.307,-39.141,56.891,-14.347,-42.129,54.623,-13.571,-49.36,57.899,-13.525,-84.24,54.004
bs072,N,bs072_N_N_1.lm3,-73.944,24.409,36.871,-75.12,51.839,42.825,-37.779,27.406,43.773,0.117,26.779,42.988,34.78,51.365,43.025,37.247,27.527,32.863,-25.789,30.382,57.232,-11.79,28.811,61.359,-37.7,-9.265,65.401,-16.29,-3.918,86.024,1.693,-10.626,67.022,-44.825,-47.129,52.895,-15.694,-34.002,69.938,12.873,-44.795,51.456,-14.967,-42.307,63.565,-14.937,-45.177,65.296,-14.877,-52.477,67.274,-16.344,-91.953,64.485
bs072,N,bs072_N_N_2.lm3,-65.799,26.63,66.685,-59.038,51.198,79.854,-31.414,26.568,71.236,9.373,25.396,72.517,37.604,51.621,72.987,44.003,25.528,57.914,-18.758,25.186,83.254,1.37,26.035,76.946,-29.348,-9.505,92.665,-6.78,-6.893,112.94,8.72,-12.024,96.866,-35.838,-46.979,85.347,-8.985,-37.127,98.804,15.567,-48.501,79.55,-9.803,-43.009,95.057,-9.111,-45.998,91.623,-7.525,-55.184,94.425,-9.566,-92.158,88.859
bs072,N,bs072_N_N_3.lm3,-72.757,24.252,59.417,-73.954,48.872,67.458,-37.995,24.263,68.534,1.459,25.88,68.737,34.764,52.849,69.006,36.622,27.305,59.875,-26.851,27.049,79.064,-11.504,27.834,84.3,-38.233,-12.641,84.242,-16.062,-6.352,108.815,3.626,-9.732,76.796,-43.997,-51.42,76.306,-16.92,-36.892,93.365,11.874,-48.86,77.026,-17.835,-45.015,88.12,-17.789,-47.885,87.886,-17.619,-55.025,89.943,-17.618,-89.731,85.476
bs073,N,bs073_N_N_0.lm3,-55.667,27.697,-66.229,-52.994,42.754,-51.721,-21.198,26.865,-57.081,9.529,27.68,-57.584,30.698,48.899,-45.308,46.997,27.187,-68.979,-15.696,27.55,-47.054,-0.713,28.382,-41.637,-27.7,-6.877,-33.859,-10.684,-2.823,-16.503,10.387,-7.394,-27.656,-33.357,-42.136,-38.888,-9.037,-31.457,-21.845,16.173,-40.503,-35.626,-8.321,-37.835,-25.558,-7.479,-40.1,-23.71,-9.619,-46.274,-20.32,-10.114,-82.715,-22.09
bs073,N,bs073_N_N_1.lm3,-66.371,24.827,-49.706,-59.714,45.666,-39.603,-34.773,26.434,-50.546,-6.529,29.464,-52.291,10.722,48.922,-38.904,26.744,28.035,-57.868,-27.413,28.596,-36.873,-14.221,27.794,-33.782,-38.731,-5.824,-23.325,-19.351,-2.458,-7.805,1.568,-6.431,-33.977,-41.921,-40.039,-28.258,-20.721,-31.042,-14.11,9.584,-38.446,-31.162,-19.959,-36.519,-15.671,-18.371,-38.711,-13.22,-19.085,-42.476,-11.085,-17.244,-79.376,-10.696
bs073,N,bs073_N_N_2.lm3,-57.349,30.926,-7.126,-51.026,49.139,6.214,-23.608,30.972,-3.596,4.6,31.107,-4.497,32.83,49.191,2.114,41.916,29.003,-17.428,-17.266,33.092,5.324,-2.179,34.612,11.088,-28.227,-3.16,22.539,-8.556,2.172,39.01,11.649,-5.483,14.676,-36.484,-35.748,20.23,-7.765,-27.627,34.348,18.554,-38.004,17.369,-8.482,-31.414,32.431,-7.692,-34.414,32.367,-8.525,-41.041,37.061,-8.258,-75.49,38.03
bs073,N,bs073_N_N_3.lm3,-71.699,28.627,-12.924,-62.885,51.423,1.815,-39.237,30.989,-7.022,-11.019,31.786,-5.527,11.967,54.579,4.414,25.93,33.638,-13.961,-32.7,33.897,5.563,-18.948,34.601,8.096,-45.255,-3.447,16.476,-26.66,2.986,36.425,-6.087,-3.183,24.091,-49.003,-37.511,14.117,-25.134,-25.542,31.799,3.309,-34.974,18.063,-25.859,-31.627,28.688,-25.066,-33.776,30.488,-25.084,-40.41,34.365,-25.738,-74.966,33.889
bs074,N,bs074_N_N_0.lm3,-56.517,0.564,17.113,-54.783,18.699,25.341,-28.477,0.093,22.21,2.162,-2.163,24.871,26.172,18.111,27.515,32.377,0.727,15.9,-20.039,1.617,29.23,-4.416,1.559,29.064,-30.911,-34.004,41.693,-12.105,-29.121,59.097,3.037,-36.212,41.464,-41.563,-61.377,31.298,-13.684,-53.068,47.749,12.192,-60.638,30.3,-12.977,-57.745,44.566,-12.959,-60.013,44.149,-12.959,-65.177,45.697,-13.506,-91.223,42.222
bs074,N,bs074_N_N_1.lm3,-53.572,-6.728,40.797,-45.776,12.545,51.364,-25.198,-9.631,46.104,6.62,-9.555,46.255,32.387,9.092,47.653,34.837,-8.109,38.323,-17.007,-8.082,52.117,-2.981,-7.953,53.512,-28.661,-42.506,56.631,-9.282,-38.011,80.624,7.416,-43.229,57.328,-38.14,-70.872,52.483,-9.257,-62.688,68.568,18.666,-72.219,50.617,-9.303,-68.696,64.185,-9.302,-70.136,64.402,-8.547,-75.92,64.764,-6.127,-99.667,61.405
bs074,N,bs074_N_N_2.lm3,-49.07,9.981,23.017,-47.339,27.82,30.045,-21.852,7.815,27.147,10.132,7.908,23.272,31.806,25.712,30.035,37.396,10.194,19.058,-14.366,8.589,32.168,-0.246,10.101,34.508,-23.696,-28.455,43.693,-4.339,-22.086,61.296,11.845,-27.987,34.111,-33.565,-53.664,31.605,-5.198,-45.369,49.257,19.415,-51.266,33.088,-5.965,-50.658,47.834,-6.677,-52.929,46.985,-6.612,-58.167,46.659,-4.144,-85.98,39.699
bs074,N,bs074_N_N_3.lm3,-52.947,-0.559,59.867,-48.737,16.937,71.294,-25.519,-3.427,65.994,6.526,-2.507,64.994,29.073,18.599,70.035,35.243,-0.527,56.234,-17.535,-1.23,71.273,-0.067,-1.012,68.868,-26.546,-38.036,81.514,-8.941,-32.377,97.47,6.761,-37.014,82.968,-34.926,-65.028,65.165,-8.42,-57.401,83.519,17.669,-62.508,65.477,-9.207,-61.205,80.306,-9.192,-63.493,78.694,-8.388,-70.016,79.297,-6.845,-95.091,72.443
bs075,N,bs075_N_N_0.lm3,-37.343,-6.512,54.471,-34.245,11.163,64.348,-9.382,-8.688,54.832,21.55,-7.865,54.376,47.775,11.473,62.882,49.826,-5.633,49.98,0.944,-8.419,68.252,14.023,-6.189,70.667,-13.532,-46.06,60.103,8.462,-44.639,96.693,24.707,-46.039,58.968,-20.194,-81.568,57.316,7.977,-74.501,74.923,32.951,-78.665,56.396,7.981,-79.73,72.51,7.233,-81.315,71.061,7.937,-85.98,68.392,7.235,-120.405,58.316
bs075,N,bs075_N_N_1.lm3,-31.392,-8.027,35.303,-25.879,6.898,49.061,-0.818,-9.442,39.994,30.432,-10.889,35.365,56.955,7.187,46.954,59.211,-9.623,26.951,9.557,-9.983,50.594,23.528,-9.842,54.545,-4.524,-51.094,42.514,16.994,-50.014,78.214,33.679,-53.492,37.194,-11.629,-83.922,41.462,14.265,-79.723,57.244,38.42,-84.219,33.553,14.345,-84.491,51.816,14.357,-85.314,50.566,14.396,-89.146,49.485,11.964,-120.902,39.73
bs075,N,bs075_N_N_2.lm3,-65.092,-9.015,67.122,-62.194,8.368,80.341,-34.839,-11.888,71.307,-2.203,-11.873,67.852,26.813,8.652,74.337,25.701,-8.264,62.674,-26.849,-13.244,78.263,-11.437,-11.597,86.342,-36.493,-47.483,89.597,-19.44,-47.944,112.357,-1.254,-50.515,73.237,-46.853,-81.768,73.933,-18.218,-77.679,90.712,6.262,-81.833,70.891,-18.206,-81.364,89.863,-18.281,-83.665,87.406,-16.907,-86.612,85.464,-16.869,-123.648,76.295
bs075,N,bs075_N_N_3.lm3,-59.255,6.535,36.452,-57.354,22.877,47.022,-29.418,2.307,38.67,-1.198,4.426,37.929,23.042,23.811,49.805,34.037,6.011,29.441,-19.37,0.925,55.859,-6.214,2.456,55.497,-31.829,-35.959,56.374,-14.589,-32.323,80.454,2.039,-38.151,57.46,-39.414,-69.952,43.579,-14.811,-65.427,57.913,9.589,-69.426,39.741,-14.823,-69.246,55.564,-14.126,-71.756,50.634,-14.881,-74.731,50.831,-12.457,-107.762,43.07
bs076,N,bs076_N_N_0.lm3,-50.569,29.072,40.519,-53.098,40.857,50.638,-22.934,24.016,41.191,14.182,22.609,40.162,43.686,38.864,47.747,44.076,24.067,31.492,-9.493,23.909,55.179,5.971,23.931,50.486,-24.801,-18.126,53.191,-3.246,-27.925,70.165,15.726,-21.946,44.358,-33.275,-47.768,34.857,-5.651,-44.768,51.584,17.341,-49.15,35.706,-5.708,-48.654,48.043,-5.738,-50.979,45.939,-5.648,-58.479,45.158,-6.13,-90.12,37.02
bs076,N,bs076_N_N_1.lm3,-60.57,22.153,24.734,-57.059,37.802,39.826,-31.026,22.973,30.213,4.52,25.314,32.754,28.312,41.102,41.717,38.619,25.52,21.409,-20.416,22.277,42.039,-3.34,22.278,42.815,-27.584,-18.51,49.344,-10.426,-23.961,64.825,11.58,-19.283,39.097,-33.958,-51.315,27.67,-7.677,-45.968,45.93,15.358,-47.285,32.806,-7.012,-49.158,41.209,-7.019,-51.514,37.673,-6.873,-60.462,39.003,-7.363,-92.89,32.691
bs076,N,bs076_N_N_2.lm3,-69.923,24.462,62.82,-70.943,38.903,72.805,-40.481,21.615,66.238,-2.478,20.97,65.491,21.353,36.882,74.113,26.077,21.778,55.449,-28.503,19.342,77.137,-11.995,19.445,75.465,-39.193,-21.757,81.778,-20.31,-32.794,81.545,-0.859,-22.421,79.655,-49.509,-51.692,60.853,-20.406,-47.351,77.946,2.84,-53.99,59.991,-22.641,-51.895,73.269,-21.926,-55.049,69.718,-22.608,-62.22,71.643,-24.892,-94.771,63.995
bs076,N,bs076_N_N_3.lm3,-74.632,25.713,60.368,-73.954,42.98,76.447,-44.923,23.547,70.402,-7.834,24.283,71.775,15.997,40.925,79.663,23.556,24.396,61.932,-33.731,24.135,81.754,-15.715,23.486,79.078,-45.842,-18.282,84.255,-25.8,-25.188,103.355,-5.466,-20.598,76.577,-54.335,-48.044,68.295,-26.943,-44.233,86.614,-1.017,-50.151,71.463,-27.799,-48.772,81.669,-27.165,-51.062,78.58,-27.859,-57.379,80.884,-25.554,-92.051,73.66
bs077,N,bs077_N_N_0.lm3,-57.07,46.194,16.856,-51.488,66.24,27.197,-27.373,46.867,24.287,3.392,48.329,25.477,30.347,70.716,28.859,35.751,50.852,20.315,-18.1,47.987,39.11,-4.787,48.847,36.127,-26.678,13.724,48.807,-12.627,19.668,70.935,5.034,11.587,48.632,-31.204,-18.161,39.807,-10.359,-10.497,53.301,14.058,-17.973,42.09,-10.313,-14.321,50.938,-8.823,-16.587,49.203,-9.55,-20.198,51.817,-9.456,-51.763,55.005
bs077,N,bs077_N_N_1.lm3,-40.144,38.78,47.541,-37.257,59.867,56.062,-10.497,38.608,53.943,18.784,39.342,57.049,45.837,62.241,59.296,51.566,42.543,47.678,-3.205,42.186,62.56,12.791,42.871,64.591,-6.665,4.341,81.184,6.545,10.159,99.932,24.718,2.854,69.695,-14.51,-27.159,69.844,8.895,-18.867,82.889,33.018,-27.048,70.13,9.614,-22.465,80.253,9.576,-24.709,77.326,8.906,-31.039,80.096,9.784,-65.305,79.541
bs077,N,bs077_N_N_2.lm3,-58.404,51.928,16.747,-53.569,73.443,27.807,-29.43,52.557,24.572,0.625,54.738,26.593,23.079,77.935,30.763,32.278,56.651,18.905,-20.252,54.465,38.047,-6.865,56.772,36.642,-27.194,18.655,50.023,-12.283,26.637,71.382,5.349,20.323,41.363,-30.255,-13.171,39.903,-9.398,-3.206,54.796,13.592,-10.778,42.042,-9.394,-7.778,52.507,-9.383,-9.372,49.915,-9.331,-15.27,51.837,-8.545,-50.677,52.056
bs077,N,bs077_N_N_3.lm3,-63.277,41.223,33.692,-59.913,61.259,45.311,-33.052,43.515,44.556,-2.004,43.482,44.865,23.587,67.85,48.582,28.907,47.251,46.876,-23.262,44.716,55.264,-10.031,45.415,58.013,-29.982,8.012,72.823,-15.871,16.841,90.942,2.606,5.918,58.095,-35.467,-23.641,57.368,-13.277,-14.429,73.637,10.116,-21.863,63.916,-14.022,-18.114,71.96,-14.101,-20.436,67.43,-14.003,-26.886,71.138,-11.64,-59.079,72.47
bs078,N,bs078_N_N_0.lm3,-43.071,4.128,50.949,-40.575,24.09,63.951,-12.035,4.448,57.193,16.642,5.92,57.039,43.604,27.833,63.781,48.521,8.846,44.444,-3.967,5.273,71.455,9.889,5.997,67.947,-12.469,-33.271,79.603,6.563,-30.353,99.809,25.547,-32.048,66.455,-19.754,-62.931,67.899,5.739,-59.816,82.634,32.161,-61.379,65.671,5.758,-62.141,80.322,5.065,-64.453,78.254,5.945,-68.768,79.326,8.225,-96.988,68.85
bs078,N,bs078_N_N_1.lm3,-53.802,25.227,-58.263,-48.809,46.857,-41.555,-21.079,28.022,-43.313,9.588,28.926,-40.034,35.081,48.371,-35.512,41.122,27.592,-46.083,-14.694,32.732,-31.886,-0.786,34.127,-26.699,-24.355,-5.314,-13.664,-8.121,4.017,7.727,13.514,-8.421,-19.686,-32.098,-36.448,-20.591,-6.341,-28.207,-2.671,20.493,-35.337,-15.901,-7.121,-32.798,-4.243,-6.35,-35.089,-4.267,-6.359,-38.899,-4.253,-8.627,-72.759,-8.662
bs078,N,bs078_N_N_2.lm3,-54.345,11.196,-5.055,-51.526,33.176,14.979,-21.93,11.277,6.883,6.754,12.04,9.51,34.001,36.366,14.98,40.268,15.228,0.065,-12.83,13.539,21.306,-0.277,14.394,21.996,-23.145,-26.49,21.007,-4.929,-23.363,50.114,13.789,-27.007,24.378,-31.559,-56.158,13.839,-4.205,-51.395,32.455,22.167,-55.236,13.049,-4.973,-54.569,28.578,-4.937,-57.474,31.585,-4.997,-60.651,28.397,-4.032,-93.822,15.642
bs078,N,bs078_N_N_3.lm3,-54.252,6.117,8.858,-54.26,28.874,15.049,-23.101,5.452,12.547,5.454,5.611,13.341,33.441,33.5,20.061,38.215,10.126,3.826,-14.75,9.313,26.469,-0.701,10.114,24.91,-23.607,-35.152,22.683,-5.338,-31.16,53.825,13.242,-33.456,29.011,-30.521,-62.438,17.37,-5.421,-59.305,36.298,23.036,-59.83,18.918,-4.698,-61.657,33.822,-4.697,-64.041,31.495,-4.667,-67.043,32.281,-2.238,-97.02,21.575
bs079,N,bs079_N_N_0.lm3,-70.033,11.498,-41.529,-64.055,29.098,-32.313,-40.053,12.776,-40.366,-9.706,13.043,-42.679,16.167,30.199,-32.645,20.28,12.991,-44.083,-31.916,14.347,-31.859,-16.466,15.326,-33.504,-44.256,-22.124,-21.427,-24.187,-22.304,-0.898,-3.793,-21.04,-16.834,-48.276,-55.705,-31.757,-22.174,-49.71,-15.019,6.364,-54.795,-30.654,-23.664,-54.41,-15.846,-23.652,-55.976,-15.076,-22.823,-61.333,-12.726,-21.877,-98.271,-14.346
bs079,N,bs079_N_N_1.lm3,-74.874,1.584,-22.848,-67.29,20.924,-12.996,-43.644,3.14,-24.012,-14.207,3.384,-23.484,9.467,22.771,-15.184,18.319,6.59,-26.316,-34.929,5.568,-15.635,-19.539,7.231,-16.096,-47.975,-33.047,-14.87,-25.714,-32.966,11.958,-4.063,-31.313,-18.755,-48.947,-68.087,-20.292,-23.721,-64.177,-4.426,3.154,-66.523,-21.481,-23.777,-66.546,-5.954,-23.812,-68.837,-6.175,-23.066,-74.026,-4.054,-22.718,-107.277,-7.688
bs079,N,bs079_N_N_2.lm3,-77.746,23.433,-6.856,-74.363,44.095,1.086,-49.26,24.951,-2.86,-18.036,25.839,-3.736,4.12,45.653,3.421,12.546,25.379,-4.71,-40.608,27.249,4.537,-25.979,28.038,7.706,-53.688,-6.215,18.288,-33.684,-1.873,39.258,-11.541,-9.994,12.024,-56.869,-43.463,12.821,-32.081,-35.101,29.833,-8.346,-41.466,17.671,-31.324,-39.607,29.728,-31.298,-41.047,31.963,-31.303,-47.087,31.474,-32.898,-79.687,25.813
bs079,N,bs079_N_N_3.lm3,-82.308,16.497,19.163,-75.648,36.514,29.86,-51.114,15.752,22.409,-22.562,14.29,21.133,1.927,33.013,28.305,8.159,13.631,14.833,-42.716,18.032,28.684,-28.417,17.297,25.975,-56.37,-19.967,36.395,-36.478,-20.209,56.746,-15.648,-20.239,25.712,-62.89,-57.946,24.872,-38.363,-50.514,41.184,-11.131,-57.92,24.356,-37.548,-55.674,40.904,-37.573,-57.235,39.186,-37.466,-63.805,42.373,-36.857,-100.897,34.595
bs080,N,bs080_N_N_0 (1).lm3,-76.712,20.428,-20.123,-74.688,38.815,-10.217,-46.341,22.017,-17.12,-14.65,19.89,-17.315,13.628,36.062,-12.11,16.06,17.643,-27.812,-38.384,22.756,-7.067,-19.398,23.735,-11.878,-49.775,-13.207,-8.675,-28.642,-10.517,17.571,-14.549,-13.86,-3.135,-56.72,-44.102,-10.725,-30.955,-33.646,3.592,-9.131,-43.261,-11.979,-31.725,-40.63,0.22,-31.786,-43.045,-2.526,-30.925,-49.093,0.745,-30.327,-86.027,-1.868
bs080,N,bs080_N_N_0.lm3,-76.712,20.428,-20.123,-74.688,38.815,-10.217,-46.341,22.017,-17.12,-14.65,19.89,-17.315,13.628,36.062,-12.11,16.06,17.643,-27.812,-38.384,22.756,-7.067,-19.398,23.735,-11.878,-49.775,-13.207,-8.675,-28.642,-10.517,17.571,-14.549,-13.86,-3.135,-56.72,-44.102,-10.725,-30.955,-33.646,3.592,-9.131,-43.261,-11.979,-31.725,-40.63,0.22,-31.786,-43.045,-2.526,-30.925,-49.093,0.745,-30.327,-86.027,-1.868
bs080,N,bs080_N_N_1 (1).lm3,-71.906,12.674,-16.986,-68.996,31.882,-4.927,-41.502,15.039,-10.238,-9.239,14.402,-13.889,13.507,31.533,-4.43,18.261,13.198,-17.161,-34.351,18.199,-0.873,-17.588,19.582,1.497,-44.395,-15.494,-4.799,-24.766,-18.061,21.842,-9.085,-17.709,-6.9,-48.071,-50.955,-6.657,-25.494,-41.189,8.317,-0.724,-49.28,-8.513,-24.799,-47.4,3.689,-25.562,-48.199,3.011,-25.568,-56.633,3.936,-23.186,-92.662,1.853
bs080,N,bs080_N_N_1.lm3,-71.906,12.674,-16.986,-68.996,31.882,-4.927,-41.502,15.039,-10.238,-9.239,14.402,-13.889,13.507,31.533,-4.43,18.261,13.198,-17.161,-34.351,18.199,-0.873,-17.588,19.582,1.497,-44.395,-15.494,-4.799,-24.766,-18.061,21.842,-9.085,-17.709,-6.9,-48.071,-50.955,-6.657,-25.494,-41.189,8.317,-0.724,-49.28,-8.513,-24.799,-47.4,3.689,-25.562,-48.199,3.011,-25.568,-56.633,3.936,-23.186,-92.662,1.853
bs080,N,bs080_N_N_2 (1).lm3,-75.101,18.114,-5.912,-71.607,37.918,6.911,-43.464,20.399,1.403,-12.321,21.156,-1.364,16.493,37.339,7.444,17.472,21.476,0.264,-35.514,23.381,14.36,-19.565,25.696,13.972,-46.141,-12.974,15.583,-28.162,-11.802,35.396,-10.63,-12.319,4.943,-50.776,-45.001,8.96,-28.33,-33.185,22.941,-3.543,-43.213,8.856,-26.921,-39.219,21.34,-27.002,-41.588,18.24,-27.005,-48.172,20.791,-26.765,-83.222,19.397
